Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Rating,Payment,Date,Time,cogs,gross margin percentage,gross income
271-77-8740,C,Naypyitaw,Member,Female,Sports and travel,29.22,6,8.766,$184.09,5,Ewallet,01/01/2019,11:40:00 a. m.,175.32,4.761904762,8.766
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,36.98,10,18.49,$388.29,7,Credit card,01/01/2019,07:48:00 p. m.,369.8,4.761904762,18.49
765-26-6951,A,Yangon,Normal,Male,Sports and travel,72.61,6,21.783,$457.44,6.9,Credit card,01/01/2019,10:39:00 a. m.,435.66,4.761904762,21.783
427-45-9297,B,Mandalay,Member,Female,Home and lifestyle,40.73,7,14.2555,$299.37,5.4,Ewallet,03/12/2019,11:01:00 a. m.,285.11,4.761904762,14.2555
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.244,$194.12,6.2,Credit card,03/12/2019,08:04:00 p. m.,184.88,4.761904762,9.244
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,$633.99,6,Cash,02/12/2019,04:19:00 p. m.,603.8,4.761904762,30.19
533-66-5566,B,Mandalay,Normal,Female,Home and lifestyle,51.07,7,17.8745,375.3645,7,Cash,01/12/2019,11:42:00 a. m.,357.49,4.761904762,17.8745
751-41-9720,C,Naypyitaw,Normal,Male,Home and lifestyle,97.5,10,48.75,"$1,023.75",8,Ewallet,01/12/2019,04:18:00 p. m.,975,4.761904762,48.75
319-50-3348,B,Mandalay,Normal,Female,Home and lifestyle,40.3,2,4.03,$84.63,4.4,Ewallet,03/11/2019,03:30:00 p. m.,80.6,4.761904762,4.03
721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.42,8,25.368,$532.73,7.4,Ewallet,03/11/2019,12:55:00 p. m.,507.36,4.761904762,25.368
892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.32,5,7.08,$148.68,6.2,Ewallet,03/11/2019,01:28:00 p. m.,141.6,4.761904762,7.08
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11.556,$242.68,7.2,Credit card,02/11/2019,10:39:00 a. m.,231.12,4.761904762,11.556
401-09-4232,C,Naypyitaw,Member,Male,Home and lifestyle,86.69,5,21.6725,$455.12,9.4,Ewallet,02/11/2019,06:38:00 p. m.,433.45,4.761904762,21.6725
531-56-4728,A,Yangon,Normal,Male,Home and lifestyle,80.08,3,12.012,$252.25,5.4,Cash,02/11/2019,03:29:00 p. m.,240.24,4.761904762,12.012
406-46-7107,A,Yangon,Normal,Female,Home and lifestyle,96.52,6,28.956,608.076,4.5,Cash,01/11/2019,11:52:00 a. m.,579.12,4.761904762,28.956
246-55-6923,C,Naypyitaw,Member,Female,Home and lifestyle,35.79,9,16.1055,$338.22,5.1,Credit card,03/10/2019,03:06:00 p. m.,322.11,4.761904762,16.1055
668-90-8900,A,Yangon,Normal,Female,Home and lifestyle,93.69,7,32.7915,$688.62,4.5,Credit card,03/10/2019,06:44:00 p. m.,655.83,4.761904762,32.7915
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.07,1,3.7035,$77.77,9.9,Ewallet,02/10/2019,12:50:00 p. m.,74.07,4.761904762,3.7035
448-34-8700,B,Mandalay,Member,Male,Home and lifestyle,36.91,7,12.9185,$271.29,6.7,Ewallet,02/10/2019,01:51:00 p. m.,258.37,4.761904762,12.9185
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6,23.514,$493.79,5.8,Ewallet,01/10/2019,02:16:00 p. m.,470.28,4.761904762,23.514
299-29-0180,B,Mandalay,Member,Female,Home and lifestyle,52.18,7,18.263,383.523,9.3,Cash,03/09/2019,10:54:00 a. m.,365.26,4.761904762,18.263
200-40-6154,B,Mandalay,Member,Male,Home and lifestyle,65.91,6,19.773,$415.23,5.7,Cash,02/09/2019,11:45:00 a. m.,395.46,4.761904762,19.773
509-10-0516,B,Mandalay,Normal,Male,Home and lifestyle,45.97,4,9.194,$193.07,5.1,Ewallet,02/09/2019,12:02:00 p. m.,183.88,4.761904762,9.194
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.785,$100.49,5.1,Credit card,02/09/2019,05:15:00 p. m.,95.7,4.761904762,4.785
305-89-2768,B,Mandalay,Member,Female,Home and lifestyle,21.9,3,3.285,$68.99,4.7,Ewallet,01/09/2019,06:43:00 p. m.,65.7,4.761904762,3.285
867-47-1948,C,Naypyitaw,Normal,Female,Home and lifestyle,15.8,10,7.9,165.9,7.8,Cash,01/09/2019,12:07:00 p. m.,158,4.761904762,7.9
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10,45.325,$951.83,7.3,Ewallet,03/08/2019,10:53:00 a. m.,906.5,4.761904762,45.325
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.197,$214.14,7.7,Credit card,03/08/2019,03:37:00 p. m.,203.94,4.761904762,10.197
181-82-6255,B,Mandalay,Normal,Female,Home and lifestyle,16.37,6,4.911,103.131,7,Cash,02/08/2019,10:58:00 a. m.,98.22,4.761904762,4.911
732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46.47,4,9.294,$195.17,7,Cash,02/08/2019,10:53:00 a. m.,185.88,4.761904762,9.294
830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.75,4,6.35,$133.35,8.6,Cash,02/08/2019,03:26:00 p. m.,127,4.761904762,6.35
241-96-5076,B,Mandalay,Member,Female,Home and lifestyle,49.1,2,4.91,$103.11,6.4,Credit card,01/08/2019,12:58:00 p. m.,98.2,4.761904762,4.91
442-44-6497,C,Naypyitaw,Member,Male,Home and lifestyle,55.57,3,8.3355,$175.05,5.9,Credit card,01/08/2019,11:42:00 a. m.,166.71,4.761904762,8.3355
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.076,$190.60,8.7,Credit card,01/08/2019,01:48:00 p. m.,181.52,4.761904762,9.076
242-55-6721,B,Mandalay,Normal,Male,Home and lifestyle,16.16,2,1.616,$33.94,6.5,Ewallet,03/07/2019,11:49:00 a. m.,32.32,4.761904762,1.616
307-85-2293,B,Mandalay,Normal,Male,Home and lifestyle,50.28,5,12.57,$263.97,9.7,Ewallet,03/07/2019,01:58:00 p. m.,251.4,4.761904762,12.57
643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.94,1,4.897,$102.84,6.9,Ewallet,03/07/2019,11:44:00 a. m.,97.94,4.761904762,4.897
748-45-2862,A,Yangon,Member,Female,Home and lifestyle,28.31,4,5.662,118.902,8.2,Cash,03/07/2019,06:35:00 p. m.,113.24,4.761904762,5.662
453-33-6436,A,Yangon,Normal,Female,Home and lifestyle,93.12,8,37.248,782.208,6.8,Cash,02/07/2019,10:09:00 a. m.,744.96,4.761904762,37.248
583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,5.8345,$122.52,7.4,Ewallet,02/07/2019,11:36:00 a. m.,116.69,4.761904762,5.8345
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.909,$208.09,6.8,Cash,02/07/2019,06:48:00 p. m.,198.18,4.761904762,9.909
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54,9,9.693,$203.55,8.8,Credit card,01/07/2019,11:44:00 a. m.,193.86,4.761904762,9.693
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,7.1,Cash,01/07/2019,05:36:00 p. m.,218.2,4.761904762,10.91
262-47-2794,B,Mandalay,Member,Male,Home and lifestyle,71.86,8,28.744,$603.62,6.2,Credit card,03/06/2019,03:07:00 p. m.,574.88,4.761904762,28.744
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37,1,1.85,$38.85,7.9,Credit card,03/06/2019,01:29:00 p. m.,37,4.761904762,1.85
373-88-1424,C,Naypyitaw,Member,Male,Home and lifestyle,35.81,5,8.9525,$188.00,7.9,Ewallet,02/06/2019,06:44:00 p. m.,179.05,4.761904762,8.9525
609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,6,11.232,$235.87,5.9,Credit card,02/06/2019,01:55:00 p. m.,224.64,4.761904762,11.232
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58.9,8,23.56,$494.76,8.9,Cash,01/06/2019,11:23:00 a. m.,471.2,4.761904762,23.56
826-58-8051,B,Mandalay,Normal,Male,Home and lifestyle,62.19,4,12.438,$261.20,4.3,Ewallet,01/06/2019,07:46:00 p. m.,248.76,4.761904762,12.438
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,6.06,$127.26,8.4,Credit card,03/05/2019,01:44:00 p. m.,121.2,4.761904762,6.06
593-14-4239,B,Mandalay,Normal,Female,Home and lifestyle,95.46,8,38.184,$801.86,4.7,Ewallet,03/05/2019,07:40:00 p. m.,763.68,4.761904762,38.184
733-01-9107,B,Mandalay,Normal,Male,Home and lifestyle,82.7,6,24.81,$521.01,7.4,Cash,03/05/2019,06:14:00 p. m.,496.2,4.761904762,24.81
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.91,6,7.773,$163.23,8.7,Ewallet,02/05/2019,10:16:00 a. m.,155.46,4.761904762,7.773
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70.74,4,14.148,$297.11,4.4,Credit card,01/05/2019,04:05:00 p. m.,282.96,4.761904762,14.148
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.91,5,10.7275,$225.28,6.1,Ewallet,01/05/2019,05:29:00 p. m.,214.55,4.761904762,10.7275
217-58-1179,A,Yangon,Member,Male,Home and lifestyle,62.65,4,12.53,$263.13,4.2,Cash,01/05/2019,11:25:00 a. m.,250.6,4.761904762,12.53
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.921,$334.34,9.6,Credit card,01/05/2019,07:50:00 p. m.,318.42,4.761904762,15.921
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.306,$237.43,5.5,Ewallet,03/04/2019,07:48:00 p. m.,226.12,4.761904762,11.306
558-60-5016,A,Yangon,Normal,Female,Home and lifestyle,33.3,9,14.985,$314.69,7.2,Ewallet,03/04/2019,03:27:00 p. m.,299.7,4.761904762,14.985
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.699,$14.68,9.8,Ewallet,02/04/2019,01:38:00 p. m.,13.98,4.761904762,0.699
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.956,$734.08,9.8,Ewallet,02/04/2019,01:21:00 p. m.,699.12,4.761904762,34.956
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,$373.17,7,Ewallet,01/04/2019,01:34:00 p. m.,355.4,4.761904762,17.77
291-55-6563,A,Yangon,Member,Female,Home and lifestyle,34.42,6,10.326,$216.85,7.5,Ewallet,30/03/2019,12:45:00 p. m.,206.52,4.761904762,10.326
218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72.42,3,10.863,$228.12,8.2,Ewallet,29/03/2019,04:54:00 p. m.,217.26,4.761904762,10.863
106-35-6779,A,Yangon,Member,Male,Home and lifestyle,44.34,2,4.434,$93.11,5.8,Cash,27/03/2019,11:26:00 a. m.,88.68,4.761904762,4.434
487-79-6868,B,Mandalay,Member,Female,Home and lifestyle,12.29,9,5.5305,$116.14,8,Credit card,26/03/2019,07:28:00 p. m.,110.61,4.761904762,5.5305
118-62-1812,C,Naypyitaw,Member,Female,Home and lifestyle,78.38,4,15.676,329.196,7.9,Cash,24/03/2019,05:56:00 p. m.,313.52,4.761904762,15.676
334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.32,2,7.032,$147.67,9.6,Ewallet,24/03/2019,02:22:00 p. m.,140.64,4.761904762,7.032
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,4,13.188,$276.95,6,Cash,24/03/2019,10:29:00 a. m.,263.76,4.761904762,13.188
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3.743,$78.60,6.9,Cash,24/03/2019,02:49:00 p. m.,74.86,4.761904762,3.743
641-62-7288,B,Mandalay,Normal,Male,Home and lifestyle,99.92,6,29.976,$629.50,7.1,Ewallet,24/03/2019,01:33:00 p. m.,599.52,4.761904762,29.976
386-27-7606,C,Naypyitaw,Member,Female,Home and lifestyle,81.2,7,28.42,$596.82,8.1,Credit card,23/03/2019,03:59:00 p. m.,568.4,4.761904762,28.42
733-29-1227,C,Naypyitaw,Normal,Male,Home and lifestyle,55.61,7,19.4635,$408.73,8.5,Cash,23/03/2019,12:41:00 p. m.,389.27,4.761904762,19.4635
856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,25.29,1,1.2645,$26.55,6.1,Ewallet,23/03/2019,10:13:00 a. m.,25.29,4.761904762,1.2645
227-03-5010,A,Yangon,Member,Female,Home and lifestyle,52.59,8,21.036,$441.76,8.5,Credit card,22/03/2019,07:20:00 p. m.,420.72,4.761904762,21.036
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.372,$427.81,9.2,Ewallet,22/03/2019,07:36:00 p. m.,407.44,4.761904762,20.372
802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,18.28,1,0.914,$19.19,8.3,Credit card,22/03/2019,03:05:00 p. m.,18.28,4.761904762,0.914
827-26-2100,A,Yangon,Member,Male,Home and lifestyle,33.84,9,15.228,$319.79,8.8,Ewallet,21/03/2019,04:21:00 p. m.,304.56,4.761904762,15.228
142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.36,5,23.09,$484.89,4.9,Ewallet,20/03/2019,07:17:00 p. m.,461.8,4.761904762,23.09
451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,24.951,523.971,7.3,Cash,20/03/2019,11:23:00 a. m.,499.02,4.761904762,24.951
805-86-0265,A,Yangon,Normal,Male,Home and lifestyle,93.96,9,42.282,$887.92,9.8,Cash,20/03/2019,11:32:00 a. m.,845.64,4.761904762,42.282
701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38.81,4,7.762,$163.00,4.9,Ewallet,19/03/2019,01:40:00 p. m.,155.24,4.761904762,7.762
728-88-7867,C,Naypyitaw,Member,Female,Home and lifestyle,75.53,4,15.106,$317.23,8.3,Ewallet,19/03/2019,03:52:00 p. m.,302.12,4.761904762,15.106
737-88-5876,A,Yangon,Member,Male,Home and lifestyle,23.29,4,4.658,$97.82,5.9,Credit card,19/03/2019,11:52:00 a. m.,93.16,4.761904762,4.658
263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,14.265,$299.57,7.8,Ewallet,18/03/2019,05:38:00 p. m.,285.3,4.761904762,14.265
420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,99.7,3,14.955,$314.06,4.7,Ewallet,18/03/2019,11:29:00 a. m.,299.1,4.761904762,14.955
776-68-1096,B,Mandalay,Normal,Male,Home and lifestyle,44.12,3,6.618,$138.98,7.9,Credit card,18/03/2019,01:45:00 p. m.,132.36,4.761904762,6.618
152-03-4217,B,Mandalay,Normal,Female,Home and lifestyle,11.28,9,5.076,$106.60,4.3,Credit card,17/03/2019,11:55:00 a. m.,101.52,4.761904762,5.076
220-68-6701,A,Yangon,Normal,Female,Home and lifestyle,77.47,4,15.494,325.374,4.2,Cash,17/03/2019,04:36:00 p. m.,309.88,4.761904762,15.494
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,$99.75,5.2,Cash,16/03/2019,11:22:00 a. m.,95,4.761904762,4.75
154-87-7367,C,Naypyitaw,Normal,Male,Home and lifestyle,65.26,8,26.104,$548.18,6.3,Ewallet,15/03/2019,02:04:00 p. m.,522.08,4.761904762,26.104
273-16-6619,B,Mandalay,Normal,Male,Home and lifestyle,33.2,2,3.32,$69.72,4.4,Credit card,15/03/2019,12:20:00 p. m.,66.4,4.761904762,3.32
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.1155,$128.43,5.8,Cash,15/03/2019,10:26:00 a. m.,122.31,4.761904762,6.1155
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.033,$441.69,5.2,Ewallet,14/03/2019,05:54:00 p. m.,420.66,4.761904762,21.033
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.094,$148.97,6.9,Credit card,14/03/2019,05:22:00 p. m.,141.88,4.761904762,7.094
336-78-2147,C,Naypyitaw,Member,Male,Home and lifestyle,63.91,8,25.564,$536.84,4.6,Credit card,13/03/2019,07:52:00 p. m.,511.28,4.761904762,25.564
305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94.49,8,37.796,$793.72,7.5,Ewallet,03/03/2019,07:00:00 p. m.,755.92,4.761904762,37.796
468-99-7231,C,Naypyitaw,Normal,Female,Home and lifestyle,44.01,8,17.604,369.684,8.8,Cash,03/03/2019,05:36:00 p. m.,352.08,4.761904762,17.604
631-41-3108,A,Yangon,Normal,Male,Home and lifestyle,46.33,7,16.2155,$340.53,7.4,Credit card,03/03/2019,01:23:00 p. m.,324.31,4.761904762,16.2155
777-82-7220,B,Mandalay,Member,Male,Home and lifestyle,30.12,8,12.048,$253.01,7.7,Cash,03/03/2019,01:01:00 p. m.,240.96,4.761904762,12.048
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,4.2,Cash,02/03/2019,02:38:00 p. m.,664.16,4.761904762,33.208
742-04-5161,A,Yangon,Member,Male,Home and lifestyle,72.78,10,36.39,$764.19,7.3,Cash,02/03/2019,05:24:00 p. m.,727.8,4.761904762,36.39
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.7725,$352.22,9.1,Credit card,01/03/2019,04:47:00 p. m.,335.45,4.761904762,16.7725
501-61-1753,B,Mandalay,Normal,Female,Home and lifestyle,63.15,6,18.945,$397.85,9.8,Ewallet,01/03/2019,08:24:00 p. m.,378.9,4.761904762,18.945
834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82.04,5,20.51,$430.71,7.6,Credit card,25/02/2019,05:16:00 p. m.,410.2,4.761904762,20.51
186-43-8965,A,Yangon,Member,Female,Home and lifestyle,47.68,2,4.768,$100.13,4.1,Credit card,24/02/2019,10:10:00 a. m.,95.36,4.761904762,4.768
315-22-5665,C,Naypyitaw,Normal,Female,Home and lifestyle,73.56,10,36.78,$772.38,8,Ewallet,24/02/2019,11:38:00 a. m.,735.6,4.761904762,36.78
803-83-5989,C,Naypyitaw,Normal,Male,Home and lifestyle,55.73,6,16.719,$351.10,7,Ewallet,24/02/2019,10:55:00 a. m.,334.38,4.761904762,16.719
347-56-2442,A,Yangon,Normal,Male,Home and lifestyle,65.82,1,3.291,$69.11,4.1,Cash,22/02/2019,03:33:00 p. m.,65.82,4.761904762,3.291
777-67-2495,B,Mandalay,Normal,Male,Home and lifestyle,68.97,3,10.3455,$217.26,8.7,Ewallet,22/02/2019,11:26:00 a. m.,206.91,4.761904762,10.3455
838-02-1821,C,Naypyitaw,Member,Female,Home and lifestyle,12.73,2,1.273,$26.73,5.2,Credit card,22/02/2019,12:10:00 p. m.,25.46,4.761904762,1.273
546-80-2899,A,Yangon,Member,Male,Home and lifestyle,37.69,2,3.769,$79.15,9.5,Ewallet,20/02/2019,03:29:00 p. m.,75.38,4.761904762,3.769
848-95-6252,C,Naypyitaw,Member,Female,Home and lifestyle,86.27,1,4.3135,$90.58,7,Ewallet,20/02/2019,01:24:00 p. m.,86.27,4.761904762,4.3135
354-39-5160,A,Yangon,Member,Female,Home and lifestyle,34.42,6,10.326,216.846,9.8,Cash,18/02/2019,03:39:00 p. m.,206.52,4.761904762,10.326
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,4.1,Cash,17/02/2019,05:09:00 p. m.,710.32,4.761904762,35.516
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.984,$587.66,6.4,Credit card,15/02/2019,05:01:00 p. m.,559.68,4.761904762,27.984
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77,5,4.4425,$93.29,5.4,Credit card,15/02/2019,12:42:00 p. m.,88.85,4.761904762,4.4425
303-96-2227,B,Mandalay,Normal,Female,Home and lifestyle,97.38,10,48.69,"$1,022.49",4.4,Ewallet,03/02/2019,05:16:00 p. m.,973.8,4.761904762,48.69
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27,9,12.15,$255.15,4.8,Cash,03/02/2019,02:16:00 p. m.,243,4.761904762,12.15
640-48-5028,B,Mandalay,Member,Female,Home and lifestyle,88.39,9,39.7755,835.2855,6.3,Cash,03/02/2019,12:40:00 p. m.,795.51,4.761904762,39.7755
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.548,$788.51,8.3,Credit card,02/02/2019,06:42:00 p. m.,750.96,4.761904762,37.548
554-53-8700,C,Naypyitaw,Member,Male,Home and lifestyle,56.11,2,5.611,$117.83,6.3,Cash,02/02/2019,10:11:00 a. m.,112.22,4.761904762,5.611
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,1.148,$24.11,4.3,Cash,30/01/2019,08:47:00 p. m.,22.96,4.761904762,1.148
664-14-2882,C,Naypyitaw,Member,Female,Home and lifestyle,10.53,5,2.6325,$55.28,5.8,Credit card,30/01/2019,02:43:00 p. m.,52.65,4.761904762,2.6325
800-09-8606,A,Yangon,Member,Female,Home and lifestyle,87.37,5,21.8425,458.6925,6.6,Cash,29/01/2019,07:45:00 p. m.,436.85,4.761904762,21.8425
593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,13.962,$293.20,5.9,Credit card,28/01/2019,08:50:00 p. m.,279.24,4.761904762,13.962
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,6.94,$145.74,9,Ewallet,27/01/2019,07:48:00 p. m.,138.8,4.761904762,6.94
624-01-8356,B,Mandalay,Normal,Female,Home and lifestyle,49.01,10,24.505,$514.61,4.2,Credit card,27/01/2019,10:44:00 a. m.,490.1,4.761904762,24.505
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,5.1,Cash,27/01/2019,03:51:00 p. m.,24.06,4.761904762,1.203
788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,8.484,$178.16,9.4,Ewallet,27/01/2019,05:38:00 p. m.,169.68,4.761904762,8.484
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,$107.31,5.7,Ewallet,26/01/2019,08:23:00 p. m.,102.2,4.761904762,5.11
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,$252.04,4.5,Cash,25/01/2019,03:54:00 p. m.,240.04,4.761904762,12.002
856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53.3,3,7.995,$167.90,7.5,Ewallet,25/01/2019,02:19:00 p. m.,159.9,4.761904762,7.995
235-06-8510,C,Naypyitaw,Member,Male,Home and lifestyle,85.72,3,12.858,$270.02,5.1,Ewallet,24/01/2019,08:59:00 p. m.,257.16,4.761904762,12.858
443-60-9639,C,Naypyitaw,Member,Female,Home and lifestyle,60.87,1,3.0435,63.9135,5.5,Cash,24/01/2019,01:24:00 p. m.,60.87,4.761904762,3.0435
775-72-1988,B,Mandalay,Normal,Male,Home and lifestyle,73.28,5,18.32,$384.72,8.4,Ewallet,24/01/2019,03:05:00 p. m.,366.4,4.761904762,18.32
565-80-5980,C,Naypyitaw,Member,Female,Home and lifestyle,47.38,4,9.476,198.996,7.1,Cash,23/01/2019,10:25:00 a. m.,189.52,4.761904762,9.476
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,25.131,$527.75,5.4,Ewallet,23/01/2019,12:10:00 p. m.,502.62,4.761904762,25.131
287-21-9091,A,Yangon,Normal,Male,Home and lifestyle,74.67,9,33.6015,$705.63,9.4,Ewallet,22/01/2019,10:55:00 a. m.,672.03,4.761904762,33.6015
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,4.602,$96.64,9.1,Ewallet,22/01/2019,11:00:00 a. m.,92.04,4.761904762,4.602
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,9.8475,$206.80,8.7,Credit card,22/01/2019,08:46:00 p. m.,196.95,4.761904762,9.8475
239-10-7476,A,Yangon,Normal,Female,Home and lifestyle,77.95,6,23.385,$491.09,8,Ewallet,21/01/2019,04:37:00 p. m.,467.7,4.761904762,23.385
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.966,$461.29,7.2,Cash,21/01/2019,05:44:00 p. m.,439.32,4.761904762,21.966
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,5.622,$118.06,7.7,Credit card,20/01/2019,01:45:00 p. m.,112.44,4.761904762,5.622
378-24-2715,B,Mandalay,Normal,Male,Home and lifestyle,53.44,2,5.344,$112.22,4.1,Ewallet,20/01/2019,08:38:00 p. m.,106.88,4.761904762,5.344
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,4.7,Cash,20/01/2019,10:13:00 a. m.,714,4.761904762,35.7
817-48-8732,A,Yangon,Member,Female,Home and lifestyle,72.35,10,36.175,759.675,5.4,Cash,20/01/2019,03:55:00 p. m.,723.5,4.761904762,36.175
645-44-1170,A,Yangon,Member,Male,Home and lifestyle,58.07,9,26.1315,$548.76,4.3,Ewallet,19/01/2019,08:07:00 p. m.,522.63,4.761904762,26.1315
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,7.7,Cash,19/01/2019,10:21:00 a. m.,88.61,4.761904762,4.4305
809-69-9497,A,Yangon,Normal,Female,Home and lifestyle,45.68,10,22.84,$479.64,5.7,Ewallet,19/01/2019,07:30:00 p. m.,456.8,4.761904762,22.84
706-36-6154,A,Yangon,Member,Male,Home and lifestyle,19.36,9,8.712,$182.95,8.7,Ewallet,18/01/2019,06:43:00 p. m.,174.24,4.761904762,8.712
280-35-5823,B,Mandalay,Member,Female,Home and lifestyle,86.72,1,4.336,$91.06,7.9,Ewallet,17/01/2019,06:45:00 p. m.,86.72,4.761904762,4.336
670-79-6321,B,Mandalay,Member,Female,Home and lifestyle,94.59,7,33.1065,$695.24,4.9,Credit card,17/01/2019,03:27:00 p. m.,662.13,4.761904762,33.1065
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.456,$135.58,9.4,Credit card,17/01/2019,12:48:00 p. m.,129.12,4.761904762,6.456
234-65-2137,C,Naypyitaw,Normal,Male,Home and lifestyle,95.58,10,47.79,"$1,003.59",4.8,Cash,16/01/2019,01:32:00 p. m.,955.8,4.761904762,47.79
648-83-1321,A,Yangon,Member,Male,Home and lifestyle,63.56,10,31.78,$667.38,4.3,Cash,16/01/2019,05:59:00 p. m.,635.6,4.761904762,31.78
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,9,40.1445,$843.03,6.5,Credit card,15/01/2019,03:42:00 p. m.,802.89,4.761904762,40.1445
744-16-7898,B,Mandalay,Normal,Female,Home and lifestyle,97.37,10,48.685,"$1,022.39",4.9,Credit card,15/01/2019,01:48:00 p. m.,973.7,4.761904762,48.685
886-54-6089,A,Yangon,Normal,Female,Home and lifestyle,11.43,6,3.429,72.009,7.7,Cash,15/01/2019,05:24:00 p. m.,68.58,4.761904762,3.429
195-06-0432,A,Yangon,Member,Male,Home and lifestyle,81.01,3,12.1515,$255.18,9.3,Credit card,13/01/2019,12:55:00 p. m.,243.03,4.761904762,12.1515
